1968.041096
   Z,        E,        F  
  25  2.381E+03  1.000E-33
  25  2.737E+03  1.000E-33
  25  3.147E+03  1.000E-33
  25  3.619E+03  1.000E-33
  25  4.161E+03  1.000E-33
  25  4.784E+03  1.000E-33
  25  5.500E+03  1.000E-33
  25  6.324E+03  1.000E-33
  25  7.271E+03  1.000E-33
  25  8.360E+03  1.000E-33
  25  9.611E+03  1.000E-33
  25  1.105E+04  1.000E-33
  25  1.271E+04  1.000E-33
  25  1.461E+04  1.000E-33
  25  1.680E+04  1.000E-33
  25  1.931E+04  1.000E-33
  25  2.220E+04  1.000E-33
  25  2.553E+04  1.000E-33
  25  2.935E+04  1.000E-33
  25  3.375E+04  1.000E-33
  25  3.880E+04  1.000E-33
  25  4.461E+04  1.000E-33
  25  5.129E+04  1.000E-33
  25  5.897E+04  1.000E-33
  25  6.781E+04  1.000E-33
  25  7.796E+04  1.000E-33
  25  8.964E+04  1.000E-33
  25  1.031E+05  1.000E-33
  25  1.185E+05  1.000E-33
  25  1.362E+05  1.000E-33
  25  1.566E+05  1.000E-33
  25  1.801E+05  1.000E-33
  25  2.071E+05  1.000E-33
  25  2.381E+05  1.000E-33
  25  2.737E+05  1.000E-33
  25  3.147E+05  1.000E-33
  25  3.619E+05  1.000E-33
  25  4.161E+05  1.000E-33
  25  4.784E+05  1.000E-33
  25  5.500E+05  1.000E-33
  26  5.600E-01  1.000E-33
  26  6.439E-01  1.000E-33
  26  7.403E-01  1.000E-33
  26  8.512E-01  1.000E-33
  26  9.786E-01  1.000E-33
  26  1.125E+00  1.000E-33
  26  1.294E+00  1.000E-33
  26  1.487E+00  1.000E-33
  26  1.710E+00  1.000E-33
  26  1.966E+00  1.000E-33
  26  2.261E+00  1.000E-33
  26  2.599E+00  1.000E-33
  26  2.989E+00  1.000E-33
  26  3.436E+00  1.000E-33
  26  3.951E+00  1.000E-33
  26  4.542E+00  1.000E-33
  26  5.223E+00  1.000E-33
  26  6.005E+00  1.000E-33
  26  6.904E+00  1.000E-33
  26  7.938E+00  1.000E-33
  26  9.127E+00  1.000E-33
  26  1.049E+01  1.000E-33
  26  1.206E+01  1.000E-33
  26  1.387E+01  1.000E-33
  26  1.595E+01  1.000E-33
  26  1.834E+01  1.000E-33
  26  2.108E+01  1.000E-33
  26  2.424E+01  1.000E-33
  26  2.787E+01  1.000E-33
  26  3.205E+01  1.000E-33
  26  3.684E+01  1.000E-33
  26  4.236E+01  1.000E-33
  26  4.871E+01  1.000E-33
  26  5.600E+01  1.000E-33
  26  6.439E+01  1.000E-33
  26  7.403E+01  1.000E-33
  26  8.512E+01  1.000E-33
  26  9.786E+01  1.000E-33
  26  1.125E+02  1.000E-33
  26  1.294E+02  1.000E-33
  26  1.487E+02  1.000E-33
  26  1.710E+02  1.000E-33
  26  1.966E+02  1.000E-33
  26  2.261E+02  1.000E-33
  26  2.599E+02  1.000E-33
  26  2.989E+02  1.000E-33
  26  3.436E+02  1.000E-33
  26  3.951E+02  1.000E-33
  26  4.542E+02  1.000E-33
  26  5.223E+02  1.000E-33
  26  6.005E+02  1.000E-33
  26  6.904E+02  1.000E-33
  26  7.938E+02  1.000E-33
  26  9.127E+02  1.000E-33
  26  1.049E+03  1.000E-33
  26  1.206E+03  1.000E-33
  26  1.387E+03  1.000E-33
  26  1.595E+03  1.000E-33
  26  1.834E+03  1.000E-33
  26  2.108E+03  1.000E-33
  26  2.424E+03  1.000E-33
  26  2.787E+03  1.000E-33
  26  3.205E+03  1.000E-33
  26  3.684E+03  1.000E-33
  26  4.236E+03  1.000E-33
  26  4.871E+03  1.000E-33
  26  5.600E+03  1.000E-33
  26  6.439E+03  1.000E-33
  26  7.403E+03  1.000E-33
  26  8.511E+03  1.000E-33
  26  9.786E+03  1.000E-33
  26  1.125E+04  1.000E-33
  26  1.294E+04  1.000E-33
  26  1.487E+04  1.000E-33
  26  1.710E+04  1.000E-33
  26  1.966E+04  1.000E-33
  26  2.261E+04  1.000E-33
  26  2.599E+04  1.000E-33
  26  2.989E+04  1.000E-33
  26  3.436E+04  1.000E-33
  26  3.951E+04  1.000E-33
  26  4.542E+04  1.000E-33
  26  5.223E+04  1.000E-33
  26  6.005E+04  1.000E-33
  26  6.904E+04  1.000E-33
  26  7.938E+04  1.000E-33
  26  9.127E+04  1.000E-33
  26  1.049E+05  1.000E-33
  26  1.206E+05  1.000E-33
  26  1.387E+05  1.000E-33
  26  1.595E+05  1.000E-33
  26  1.834E+05  1.000E-33
  26  2.108E+05  1.000E-33
  26  2.424E+05  1.000E-33
  26  2.787E+05  1.000E-33
  26  3.205E+05  1.000E-33
  26  3.684E+05  1.000E-33
  26  4.236E+05  1.000E-33
  26  4.871E+05  1.000E-33
  26  5.600E+05  1.000E-33
  27  5.900E-01  1.000E-33
  27  6.784E-01  1.000E-33
  27  7.799E-01  1.000E-33
  27  8.967E-01  1.000E-33
  27  1.031E+00  1.000E-33
  27  1.185E+00  1.000E-33
  27  1.363E+00  1.000E-33
  27  1.567E+00  1.000E-33
  27  1.802E+00  1.000E-33
  27  2.072E+00  1.000E-33
  27  2.382E+00  1.000E-33
  27  2.739E+00  1.000E-33
  27  3.149E+00  1.000E-33
  27  3.620E+00  1.000E-33
  27  4.162E+00  1.000E-33
  27  4.786E+00  1.000E-33
  27  5.502E+00  1.000E-33
  27  6.326E+00  1.000E-33
  27  7.274E+00  1.000E-33
  27  8.363E+00  1.000E-33
  27  9.616E+00  1.000E-33
  27  1.106E+01  1.000E-33
  27  1.271E+01  1.000E-33
  27  1.461E+01  1.000E-33
  27  1.680E+01  1.000E-33
  27  1.932E+01  1.000E-33
  27  2.221E+01  1.000E-33
  27  2.554E+01  1.000E-33
  27  2.936E+01  1.000E-33
  27  3.376E+01  1.000E-33
  27  3.882E+01  1.000E-33
  27  4.463E+01  1.000E-33
  27  5.132E+01  1.000E-33
  27  5.900E+01  1.000E-33
  27  6.784E+01  1.000E-33
  27  7.799E+01  1.000E-33
  27  8.967E+01  1.000E-33
  27  1.031E+02  1.000E-33
  27  1.185E+02  1.000E-33
  27  1.363E+02  1.000E-33
  27  1.567E+02  1.000E-33
  27  1.802E+02  1.000E-33
  27  2.072E+02  1.000E-33
  27  2.382E+02  1.000E-33
  27  2.739E+02  1.000E-33
  27  3.149E+02  1.000E-33
  27  3.620E+02  1.000E-33
  27  4.162E+02  1.000E-33
  27  4.786E+02  1.000E-33
  27  5.502E+02  1.000E-33
  27  6.326E+02  1.000E-33
  27  7.274E+02  1.000E-33
  27  8.363E+02  1.000E-33
  27  9.616E+02  1.000E-33
  27  1.106E+03  1.000E-33
  27  1.271E+03  1.000E-33
  27  1.461E+03  1.000E-33
  27  1.680E+03  1.000E-33
  27  1.932E+03  1.000E-33
  27  2.221E+03  1.000E-33
  27  2.554E+03  1.000E-33
  27  2.936E+03  1.000E-33
  27  3.376E+03  1.000E-33
  27  3.882E+03  1.000E-33
  27  4.463E+03  1.000E-33
  27  5.132E+03  1.000E-33
  27  5.900E+03  1.000E-33
  27  6.784E+03  1.000E-33
  27  7.799E+03  1.000E-33
  27  8.967E+03  1.000E-33
  27  1.031E+04  1.000E-33
  27  1.185E+04  1.000E-33
  27  1.363E+04  1.000E-33
  27  1.567E+04  1.000E-33
  27  1.802E+04  1.000E-33
  27  2.072E+04  1.000E-33
  27  2.382E+04  1.000E-33
  27  2.739E+04  1.000E-33
  27  3.149E+04  1.000E-33
  27  3.620E+04  1.000E-33
  27  4.162E+04  1.000E-33
  27  4.786E+04  1.000E-33
  27  5.502E+04  1.000E-33
  27  6.326E+04  1.000E-33
  27  7.274E+04  1.000E-33
  27  8.363E+04  1.000E-33
  27  9.616E+04  1.000E-33
  27  1.106E+05  1.000E-33
  27  1.271E+05  1.000E-33
  27  1.461E+05  1.000E-33
  27  1.680E+05  1.000E-33
  27  1.932E+05  1.000E-33
  27  2.221E+05  1.000E-33
  27  2.554E+05  1.000E-33
  27  2.936E+05  1.000E-33
  27  3.376E+05  1.000E-33
  27  3.882E+05  1.000E-33
  27  4.463E+05  1.000E-33
  27  5.132E+05  1.000E-33
  27  5.900E+05  1.000E-33
  28  5.800E-01  1.000E-33
  28  6.669E-01  1.000E-33
  28  7.667E-01  1.000E-33
  28  8.815E-01  1.000E-33
  28  1.014E+00  1.000E-33
  28  1.165E+00  1.000E-33
  28  1.340E+00  1.000E-33
  28  1.541E+00  1.000E-33
  28  1.771E+00  1.000E-33
  28  2.036E+00  1.000E-33
  28  2.341E+00  1.000E-33
  28  2.692E+00  1.000E-33
  28  3.095E+00  1.000E-33
  28  3.559E+00  1.000E-33
  28  4.092E+00  1.000E-33
  28  4.705E+00  1.000E-33
  28  5.409E+00  1.000E-33
  28  6.219E+00  1.000E-33
  28  7.151E+00  1.000E-33
  28  8.221E+00  1.000E-33
  28  9.453E+00  1.000E-33
  28  1.087E+01  1.000E-33
  28  1.250E+01  1.000E-33
  28  1.437E+01  1.000E-33
  28  1.652E+01  1.000E-33
  28  1.899E+01  1.000E-33
  28  2.184E+01  1.000E-33
  28  2.511E+01  1.000E-33
  28  2.887E+01  1.000E-33
  28  3.319E+01  1.000E-33
  28  3.816E+01  1.000E-33
  28  4.387E+01  1.000E-33
  28  5.045E+01  1.000E-33
  28  5.800E+01  1.000E-33
  28  6.669E+01  1.000E-33
  28  7.667E+01  1.000E-33
  28  8.815E+01  1.000E-33
  28  1.014E+02  1.000E-33
  28  1.165E+02  1.000E-33
  28  1.340E+02  1.000E-33
  28  1.541E+02  1.000E-33
  28  1.771E+02  1.000E-33
  28  2.036E+02  1.000E-33
  28  2.341E+02  1.000E-33
  28  2.692E+02  1.000E-33
  28  3.095E+02  1.000E-33
  28  3.559E+02  1.000E-33
  28  4.092E+02  1.000E-33
  28  4.705E+02  1.000E-33
  28  5.409E+02  1.000E-33
  28  6.219E+02  1.000E-33
  28  7.151E+02  1.000E-33
  28  8.221E+02  1.000E-33
  28  9.453E+02  1.000E-33
  28  1.087E+03  1.000E-33
  28  1.250E+03  1.000E-33
  28  1.437E+03  1.000E-33
  28  1.652E+03  1.000E-33
  28  1.899E+03  1.000E-33
  28  2.184E+03  1.000E-33
  28  2.511E+03  1.000E-33
  28  2.887E+03  1.000E-33
  28  3.319E+03  1.000E-33
  28  3.816E+03  1.000E-33
  28  4.387E+03  1.000E-33
  28  5.045E+03  1.000E-33
  28  5.800E+03  1.000E-33
  28  6.669E+03  1.000E-33
  28  7.667E+03  1.000E-33
  28  8.815E+03  1.000E-33
  28  1.014E+04  1.000E-33
  28  1.165E+04  1.000E-33
  28  1.340E+04  1.000E-33
  28  1.541E+04  1.000E-33
  28  1.771E+04  1.000E-33
  28  2.036E+04  1.000E-33
  28  2.341E+04  1.000E-33
  28  2.692E+04  1.000E-33
  28  3.095E+04  1.000E-33
  28  3.559E+04  1.000E-33
  28  4.092E+04  1.000E-33
  28  4.705E+04  1.000E-33
  28  5.409E+04  1.000E-33
  28  6.219E+04  1.000E-33
  28  7.151E+04  1.000E-33
  28  8.221E+04  1.000E-33
  28  9.453E+04  1.000E-33
  28  1.087E+05  1.000E-33
  28  1.250E+05  1.000E-33
  28  1.437E+05  1.000E-33
  28  1.652E+05  1.000E-33
  28  1.899E+05  1.000E-33
  28  2.184E+05  1.000E-33
  28  2.511E+05  1.000E-33
  28  2.887E+05  1.000E-33
  28  3.319E+05  1.000E-33
  28  3.816E+05  1.000E-33
  28  4.387E+05  1.000E-33
  28  5.045E+05  1.000E-33
  28  5.800E+05  1.000E-33
